Scen	Time	Value
1	1	4.666666666666667
1	2	4.666666666666667
1	3	4.666666666666667
1	4	4.666666666666667
1	5	4.666666666666667
1	6	4.666666666666667
1	7	4.666666666666667
1	8	4.666666666666667
1	9	4.666666666666667
1	10	4.666666666666667
1	11	4.666666666666667
1	12	4.666666666666667
1	13	4.666666666666667
1	14	4.666666666666667
1	15	4.666666666666667
1	16	4.666666666666667
1	17	4.666666666666667
1	18	4.666666666666667
1	19	4.666666666666667
1	20	4.666666666666667
1	21	4.666666666666667
1	22	4.666666666666667
1	23	4.666666666666667
1	24	4.666666666666667
1	25	4.666666666666667
1	26	4.666666666666667
1	27	4.666666666666667
1	28	4.666666666666667
1	29	4.666666666666667
1	30	4.666666666666667
1	31	4.666666666666667
1	32	4.666666666666667
1	33	4.666666666666667
1	34	4.666666666666667
1	35	4.666666666666667
1	36	4.666666666666667
1	37	4.666666666666667
1	38	4.666666666666667
1	39	4.666666666666667
1	40	4.666666666666667
1	41	4.666666666666667
1	42	4.666666666666667
1	43	4.666666666666667
1	44	4.666666666666667
1	45	4.666666666666667
1	46	4.666666666666667
1	47	4.666666666666667
1	48	4.666666666666667
1	49	4.666666666666667
1	50	4.666666666666667
1	51	4.666666666666667
1	52	4.666666666666667
1	53	4.666666666666667
1	54	4.666666666666667
1	55	4.666666666666667
1	56	4.666666666666667
1	57	4.666666666666667
1	58	4.666666666666667
1	59	4.666666666666667
1	60	4.666666666666667
1	61	4.666666666666667
1	62	4.666666666666667
1	63	4.666666666666667
1	64	4.666666666666667
1	65	4.666666666666667
1	66	4.666666666666667
1	67	4.666666666666667
1	68	4.666666666666667
1	69	4.666666666666667
1	70	4.666666666666667
1	71	4.666666666666667
1	72	4.666666666666667
1	73	4.666666666666667
1	74	4.666666666666667
1	75	4.666666666666667
1	76	4.666666666666667
1	77	4.666666666666667
1	78	4.666666666666667
1	79	4.666666666666667
1	80	4.666666666666667
1	81	4.666666666666667
1	82	4.666666666666667
1	83	4.666666666666667
1	84	4.666666666666667
1	85	4.666666666666667
1	86	4.666666666666667
1	87	4.666666666666667
1	88	4.666666666666667
1	89	4.666666666666667
1	90	4.666666666666667
1	91	4.666666666666667
1	92	4.666666666666667
1	93	4.666666666666667
1	94	4.666666666666667
1	95	4.666666666666667
1	96	4.666666666666667
1	97	4.666666666666667
1	98	4.666666666666667
1	99	4.666666666666667
1	100	4.666666666666667
1	101	4.666666666666667
1	102	4.666666666666667
1	103	4.666666666666667
1	104	4.666666666666667
1	105	4.666666666666667
1	106	4.666666666666667
1	107	4.666666666666667
1	108	4.666666666666667
1	109	4.666666666666667
1	110	4.666666666666667
1	111	4.666666666666667
1	112	4.666666666666667
1	113	4.666666666666667
1	114	4.666666666666667
1	115	4.666666666666667
1	116	4.666666666666667
1	117	4.666666666666667
1	118	4.666666666666667
1	119	4.666666666666667
1	120	4.666666666666667
1	121	4.666666666666667
1	122	4.666666666666667
1	123	4.666666666666667
1	124	4.666666666666667
1	125	4.666666666666667
1	126	4.666666666666667
1	127	4.666666666666667
1	128	4.666666666666667
1	129	4.666666666666667
1	130	4.666666666666667
1	131	4.666666666666667
1	132	4.666666666666667
1	133	4.666666666666667
1	134	4.666666666666667
1	135	4.666666666666667
1	136	4.666666666666667
1	137	4.666666666666667
1	138	4.666666666666667
1	139	4.666666666666667
1	140	4.666666666666667
1	141	4.666666666666667
1	142	4.666666666666667
1	143	4.666666666666667
1	144	4.666666666666667
1	145	4.666666666666667
1	146	4.666666666666667
1	147	4.666666666666667
1	148	4.666666666666667
1	149	4.666666666666667
1	150	4.666666666666667
1	151	4.666666666666667
1	152	4.666666666666667
1	153	4.666666666666667
1	154	4.666666666666667
1	155	4.666666666666667
1	156	4.666666666666667
1	157	4.666666666666667
1	158	4.666666666666667
1	159	4.666666666666667
1	160	4.666666666666667
1	161	4.666666666666667
1	162	4.666666666666667
1	163	4.666666666666667
1	164	4.666666666666667
1	165	4.666666666666667
1	166	4.666666666666667
1	167	4.666666666666667
1	168	4.666666666666667
1	169	4.666666666666667
1	170	4.666666666666667
1	171	4.666666666666667
1	172	4.666666666666667
1	173	4.666666666666667
1	174	4.666666666666667
1	175	4.666666666666667
1	176	4.666666666666667
1	177	4.666666666666667
1	178	4.666666666666667
1	179	4.666666666666667
1	180	4.666666666666667
1	181	4.666666666666667
1	182	4.666666666666667
1	183	4.666666666666667
1	184	4.666666666666667
1	185	4.666666666666667
1	186	4.666666666666667
1	187	4.666666666666667
1	188	4.666666666666667
1	189	4.666666666666667
1	190	4.666666666666667
1	191	4.666666666666667
1	192	4.666666666666667
1	193	4.666666666666667
1	194	4.666666666666667
1	195	4.666666666666667
1	196	4.666666666666667
1	197	4.666666666666667
1	198	4.666666666666667
1	199	4.666666666666667
1	200	4.666666666666667
1	201	4.666666666666667
1	202	4.666666666666667
1	203	4.666666666666667
1	204	4.666666666666667
1	205	4.666666666666667
1	206	4.666666666666667
1	207	4.666666666666667
1	208	4.666666666666667
1	209	4.666666666666667
1	210	4.666666666666667
1	211	4.666666666666667
1	212	4.666666666666667
1	213	4.666666666666667
1	214	4.666666666666667
1	215	4.666666666666667
1	216	4.666666666666667
1	217	4.666666666666667
1	218	4.666666666666667
1	219	4.666666666666667
1	220	4.666666666666667
1	221	4.666666666666667
1	222	4.666666666666667
1	223	4.666666666666667
1	224	4.666666666666667
1	225	4.666666666666667
1	226	4.666666666666667
1	227	4.666666666666667
1	228	4.666666666666667
1	229	4.666666666666667
1	230	4.666666666666667
1	231	4.666666666666667
1	232	4.666666666666667
1	233	4.666666666666667
1	234	4.666666666666667
1	235	4.666666666666667
1	236	4.666666666666667
1	237	4.666666666666667
1	238	4.666666666666667
1	239	4.666666666666667
1	240	4.666666666666667
1	241	4.666666666666667
1	242	4.666666666666667
1	243	4.666666666666667
1	244	4.666666666666667
1	245	4.666666666666667
1	246	4.666666666666667
1	247	4.666666666666667
1	248	4.666666666666667
1	249	4.666666666666667
1	250	4.666666666666667
1	251	4.666666666666667
1	252	4.666666666666667
1	253	4.666666666666667
1	254	4.666666666666667
1	255	4.666666666666667
1	256	4.666666666666667
1	257	4.666666666666667
1	258	4.666666666666667
1	259	4.666666666666667
1	260	4.666666666666667
1	261	4.666666666666667
1	262	4.666666666666667
1	263	4.666666666666667
1	264	4.666666666666667
1	265	4.666666666666667
1	266	4.666666666666667
1	267	4.666666666666667
1	268	4.666666666666667
1	269	4.666666666666667
1	270	4.666666666666667
1	271	4.666666666666667
1	272	4.666666666666667
1	273	4.666666666666667
1	274	4.666666666666667
1	275	4.666666666666667
1	276	4.666666666666667
1	277	4.666666666666667
1	278	4.666666666666667
1	279	4.666666666666667
1	280	4.666666666666667
1	281	4.666666666666667
1	282	4.666666666666667
1	283	4.666666666666667
1	284	4.666666666666667
1	285	4.666666666666667
1	286	4.666666666666667
1	287	4.666666666666667
1	288	4.666666666666667
1	289	4.666666666666667
1	290	4.666666666666667
1	291	4.666666666666667
1	292	4.666666666666667
1	293	4.666666666666667
1	294	4.666666666666667
1	295	4.666666666666667
1	296	4.666666666666667
1	297	4.666666666666667
1	298	4.666666666666667
1	299	4.666666666666667
1	300	4.666666666666667
1	301	4.666666666666667
1	302	4.666666666666667
1	303	4.666666666666667
1	304	4.666666666666667
1	305	4.666666666666667
1	306	4.666666666666667
1	307	4.666666666666667
1	308	4.666666666666667
1	309	4.666666666666667
1	310	4.666666666666667
1	311	4.666666666666667
1	312	4.666666666666667
1	313	4.666666666666667
1	314	4.666666666666667
1	315	4.666666666666667
1	316	4.666666666666667
1	317	4.666666666666667
1	318	4.666666666666667
1	319	4.666666666666667
1	320	4.666666666666667
1	321	4.666666666666667
1	322	4.666666666666667
1	323	4.666666666666667
1	324	4.666666666666667
1	325	4.666666666666667
1	326	4.666666666666667
1	327	4.666666666666667
1	328	4.666666666666667
1	329	4.666666666666667
1	330	4.666666666666667
1	331	4.666666666666667
1	332	4.666666666666667
1	333	4.666666666666667
1	334	4.666666666666667
1	335	4.666666666666667
1	336	4.666666666666667
1	337	4.666666666666667
1	338	4.666666666666667
1	339	4.666666666666667
1	340	4.666666666666667
1	341	4.666666666666667
1	342	4.666666666666667
1	343	4.666666666666667
1	344	4.666666666666667
1	345	4.666666666666667
1	346	4.666666666666667
1	347	4.666666666666667
1	348	4.666666666666667
1	349	4.666666666666667
1	350	4.666666666666667
1	351	4.666666666666667
1	352	4.666666666666667
1	353	4.666666666666667
1	354	4.666666666666667
1	355	4.666666666666667
1	356	4.666666666666667
1	357	4.666666666666667
1	358	4.666666666666667
1	359	4.666666666666667
1	360	4.666666666666667
1	361	4.666666666666667
1	362	4.666666666666667
1	363	4.666666666666667
1	364	4.666666666666667
1	365	4.666666666666667
1	366	4.666666666666667
1	367	4.666666666666667
1	368	4.666666666666667
1	369	4.666666666666667
1	370	4.666666666666667
1	371	4.666666666666667
1	372	4.666666666666667
1	373	4.666666666666667
1	374	4.666666666666667
1	375	4.666666666666667
1	376	4.666666666666667
1	377	4.666666666666667
1	378	4.666666666666667
1	379	4.666666666666667
1	380	4.666666666666667
1	381	4.666666666666667
1	382	4.666666666666667
1	383	4.666666666666667
1	384	4.666666666666667
1	385	4.666666666666667
1	386	4.666666666666667
1	387	4.666666666666667
1	388	4.666666666666667
