Scen	Time	Value
1	389	4.666666666666667
1	390	4.666666666666667
1	391	4.666666666666667
1	392	4.666666666666667
1	393	4.666666666666667
1	394	4.666666666666667
1	395	4.666666666666667
1	396	4.666666666666667
1	397	4.666666666666667
1	398	4.666666666666667
1	399	4.666666666666667
1	400	4.666666666666667
1	401	4.666666666666667
1	402	4.666666666666667
1	403	4.666666666666667
1	404	4.666666666666667
1	405	4.666666666666667
1	406	4.666666666666667
1	407	4.666666666666667
1	408	4.666666666666667
1	409	4.666666666666667
1	410	4.666666666666667
1	411	4.666666666666667
1	412	4.666666666666667
1	413	4.666666666666667
1	414	4.666666666666667
1	415	4.666666666666667
1	416	4.666666666666667
1	417	4.666666666666667
1	418	4.666666666666667
1	419	4.666666666666667
1	420	4.666666666666667
1	421	4.666666666666667
1	422	4.666666666666667
1	423	4.666666666666667
1	424	4.666666666666667
1	425	4.666666666666667
1	426	4.666666666666667
1	427	4.666666666666667
1	428	4.666666666666667
1	429	4.666666666666667
1	430	4.666666666666667
1	431	4.666666666666667
1	432	4.666666666666667
1	433	4.666666666666667
1	434	4.666666666666667
1	435	4.666666666666667
1	436	4.666666666666667
1	437	4.666666666666667
1	438	4.666666666666667
1	439	4.666666666666667
1	440	4.666666666666667
1	441	4.666666666666667
1	442	4.666666666666667
1	443	4.666666666666667
1	444	4.666666666666667
1	445	4.666666666666667
1	446	4.666666666666667
1	447	4.666666666666667
1	448	4.666666666666667
1	449	4.666666666666667
1	450	4.666666666666667
1	451	4.666666666666667
1	452	4.666666666666667
1	453	4.666666666666667
1	454	4.666666666666667
1	455	4.666666666666667
1	456	4.666666666666667
1	457	4.666666666666667
1	458	4.666666666666667
1	459	4.666666666666667
1	460	4.666666666666667
1	461	4.666666666666667
1	462	4.666666666666667
1	463	4.666666666666667
1	464	4.666666666666667
1	465	4.666666666666667
1	466	4.666666666666667
1	467	4.666666666666667
1	468	4.666666666666667
1	469	4.666666666666667
1	470	4.666666666666667
1	471	4.666666666666667
1	472	4.666666666666667
1	473	4.666666666666667
1	474	4.666666666666667
1	475	4.666666666666667
1	476	4.666666666666667
1	477	4.666666666666667
1	478	4.666666666666667
1	479	4.666666666666667
1	480	4.666666666666667
1	481	4.666666666666667
1	482	4.666666666666667
1	483	4.666666666666667
1	484	4.666666666666667
1	485	4.666666666666667
1	486	4.666666666666667
1	487	4.666666666666667
1	488	4.666666666666667
1	489	4.666666666666667
1	490	4.666666666666667
1	491	4.666666666666667
1	492	4.666666666666667
1	493	4.666666666666667
1	494	4.666666666666667
1	495	4.666666666666667
1	496	4.666666666666667
1	497	4.666666666666667
1	498	4.666666666666667
1	499	4.666666666666667
1	500	4.666666666666667
1	501	4.666666666666667
1	502	4.666666666666667
1	503	4.666666666666667
1	504	4.666666666666667
1	505	4.666666666666667
1	506	4.666666666666667
1	507	4.666666666666667
1	508	4.666666666666667
1	509	4.666666666666667
1	510	4.666666666666667
1	511	4.666666666666667
1	512	4.666666666666667
1	513	4.666666666666667
1	514	4.666666666666667
1	515	4.666666666666667
1	516	4.666666666666667
1	517	4.666666666666667
1	518	4.666666666666667
1	519	4.666666666666667
1	520	4.666666666666667
1	521	4.666666666666667
1	522	4.666666666666667
1	523	4.666666666666667
1	524	4.666666666666667
1	525	4.666666666666667
1	526	4.666666666666667
1	527	4.666666666666667
1	528	4.666666666666667
1	529	4.666666666666667
1	530	4.666666666666667
1	531	4.666666666666667
1	532	4.666666666666667
1	533	4.666666666666667
1	534	4.666666666666667
1	535	4.666666666666667
1	536	4.666666666666667
1	537	4.666666666666667
1	538	4.666666666666667
1	539	4.666666666666667
1	540	4.666666666666667
1	541	4.666666666666667
1	542	4.666666666666667
1	543	4.666666666666667
1	544	4.666666666666667
1	545	4.666666666666667
1	546	4.666666666666667
1	547	4.666666666666667
1	548	4.666666666666667
1	549	4.666666666666667
1	550	4.666666666666667
1	551	4.666666666666667
1	552	4.666666666666667
1	553	4.666666666666667
1	554	4.666666666666667
1	555	4.666666666666667
1	556	4.666666666666667
1	557	4.666666666666667
1	558	4.666666666666667
1	559	4.666666666666667
1	560	4.666666666666667
1	561	4.666666666666667
1	562	4.666666666666667
1	563	4.666666666666667
1	564	4.666666666666667
1	565	4.666666666666667
1	566	4.666666666666667
1	567	4.666666666666667
1	568	4.666666666666667
1	569	4.666666666666667
1	570	4.666666666666667
1	571	4.666666666666667
1	572	4.666666666666667
1	573	4.666666666666667
1	574	4.666666666666667
1	575	4.666666666666667
1	576	4.666666666666667
1	577	4.666666666666667
1	578	4.666666666666667
1	579	4.666666666666667
1	580	4.666666666666667
1	581	4.666666666666667
1	582	4.666666666666667
1	583	4.666666666666667
1	584	4.666666666666667
1	585	4.666666666666667
1	586	4.666666666666667
1	587	4.666666666666667
1	588	4.666666666666667
1	589	4.666666666666667
1	590	4.666666666666667
1	591	4.666666666666667
1	592	4.666666666666667
1	593	4.666666666666667
1	594	4.666666666666667
1	595	4.666666666666667
1	596	4.666666666666667
1	597	4.666666666666667
1	598	4.666666666666667
1	599	4.666666666666667
1	600	4.666666666666667
1	601	4.666666666666667
1	602	4.666666666666667
1	603	4.666666666666667
1	604	4.666666666666667
1	605	4.666666666666667
1	606	4.666666666666667
1	607	4.666666666666667
1	608	4.666666666666667
1	609	4.666666666666667
1	610	4.666666666666667
1	611	4.666666666666667
1	612	4.666666666666667
1	613	4.666666666666667
1	614	4.666666666666667
1	615	4.666666666666667
1	616	4.666666666666667
1	617	4.666666666666667
1	618	4.666666666666667
1	619	4.666666666666667
1	620	4.666666666666667
1	621	4.666666666666667
1	622	4.666666666666667
1	623	4.666666666666667
1	624	4.666666666666667
1	625	4.666666666666667
1	626	4.666666666666667
1	627	4.666666666666667
1	628	4.666666666666667
1	629	4.666666666666667
1	630	4.666666666666667
1	631	4.666666666666667
1	632	4.666666666666667
1	633	4.666666666666667
1	634	4.666666666666667
1	635	4.666666666666667
1	636	4.666666666666667
1	637	4.666666666666667
1	638	4.666666666666667
1	639	4.666666666666667
1	640	4.666666666666667
1	641	4.666666666666667
1	642	4.666666666666667
1	643	4.666666666666667
1	644	4.666666666666667
1	645	4.666666666666667
1	646	4.666666666666667
1	647	4.666666666666667
1	648	4.666666666666667
1	649	4.666666666666667
1	650	4.666666666666667
1	651	4.666666666666667
1	652	4.666666666666667
1	653	4.666666666666667
1	654	4.666666666666667
1	655	4.666666666666667
1	656	4.666666666666667
1	657	4.666666666666667
1	658	4.666666666666667
1	659	4.666666666666667
1	660	4.666666666666667
1	661	4.666666666666667
1	662	4.666666666666667
1	663	4.666666666666667
1	664	4.666666666666667
1	665	4.666666666666667
1	666	4.666666666666667
1	667	4.666666666666667
1	668	4.666666666666667
1	669	4.666666666666667
1	670	4.666666666666667
1	671	4.666666666666667
1	672	4.666666666666667
